Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
6,13.1,9.4,11.1,25,268
6,7.5,8.4,7.9,36,185
6,14.0,9.4,12.0,24,280
6,14.5,9.8,12.3,23,290
6,14.3,9.7,12.2,23,287
4,12.3,9.3,10.9,26,256
4,12.1,9.3,10.8,26,254
4,13.1,9.4,11.5,25,269
6,15.7,11.2,13.7,21,322
6,14.7,10.2,12.7,22,298
6,14.1,9.8,12.1,23,284
6,14.3,10.3,12.5,23,293
4,11.8,8.4,10.3,27,242
6,14.0,9.2,11.8,24,278
4,5.7,6.2,5.9,48,139
6,14.9,11.3,13.3,21,310
6,14.1,9.8,12.2,23,286
6,14.5,10.0,12.4,23,293
6,14.7,9.9,12.6,22,295
8,18.2,11.4,15.1,19,355
8,18.2,11.6,15.2,19,358
6,16.4,11.9,14.4,20,340
6,16.6,12.2,14.7,19,346
8,16.1,10.8,13.7,21,321
6,14.9,10.3,12.8,22,300
6,15.0,10.3,12.8,22,301
4,8.2,6.9,7.6,37,180
4,9.0,7.0,8.1,35,189
4,8.8,7.5,8.2,34,192
4,9.7,7.7,8.8,32,206
4,9.7,7.8,8.8,32,206
4,9.3,7.6,8.5,33,201
4,10.2,8.2,9.3,30,217
4,9.8,7.9,9.0,31,208
4,10.6,8.4,9.6,29,225
4,11.5,8.9,10.4,27,242
4,8.4,6.4,7.5,38,176
4,8.5,6.2,7.5,38,175
4,8.5,6.2,7.5,38,175
4,8.8,6.6,7.8,36,182
4,8.5,6.4,7.6,37,176
4,9.3,6.9,8.2,34,194
4,8.4,6.4,7.5,38,174
4,8.6,6.4,7.6,37,178
4,9.0,6.7,7.8,36,187
4,8.7,6.6,7.8,36,181
4,9.6,7.0,8.4,34,198
4,9.1,6.7,8.0,35,187
4,10.0,7.5,8.9,32,208
4,9.1,6.8,8.0,35,188
4,8.9,7.1,8.1,35,189
6,11.8,8.8,10.4,27,244
6,12.3,9.4,11.0,26,256
6,11.8,8.8,10.5,27,245
8,13.4,9.6,11.7,24,274
8,14.0,10.4,12.4,23,291
8,13.8,10.1,12.1,23,285
8,13.4,9.6,11.7,24,274
8,14.0,10.4,12.4,23,291
8,13.8,10.2,12.2,23,285
4,10.3,7.9,9.2,31,217
6,12.4,9.4,11.1,25,258
8,15.5,10.6,13.3,21,313
8,15.2,11.0,13.3,21,312
8,19.9,15.5,17.9,16,419
12,22.2,18.0,20.3,14,473
4,10.7,8.3,9.6,29,225
6,13.1,10.1,11.8,24,277
6,13.0,9.9,11.6,24,272
6,13.5,10.3,12.1,23,282
6,13.5,10.6,12.2,23,285
8,17.2,13.4,15.5,18,364
8,17.2,12.8,15.2,19,357
8,17.6,13.3,15.7,18,367
8,14.5,10.8,12.8,22,302
8,14.7,11.0,13.0,22,304
8,15.5,11.7,13.8,20,322
8,15.5,11.7,13.8,20,322
8,15.6,11.9,13.9,20,324
8,14.5,10.8,12.8,22,302
8,14.1,8.9,11.8,24,275
8,15.8,9.8,13.1,22,306
8,14.0,8.7,11.6,24,271
12,18.6,10.9,15.1,19,356
8,14.7,9.5,12.4,23,291
12,17.6,10.8,14.5,19,339
6,11.6,8.2,10.1,28,236
4,9.8,6.8,8.4,34,196
4,10.3,7.8,9.1,31,215
4,10.5,7.5,9.1,31,214
4,10.8,8.0,9.6,29,224
4,10.5,7.8,9.3,30,218
4,10.7,8.0,9.5,30,222
4,9.6,6.6,8.2,34,193
4,9.9,7.3,8.7,32,204
4,11.0,8.1,9.7,29,227
6,11.8,8.7,10.4,27,246
6,12.0,9.2,10.8,26,251
6,11.9,9.0,10.6,27,248
6,12.4,9.5,11.1,25,261
8,18.2,16.5,17.5,16,410
4,10.1,7.6,9.0,31,209
4,11.1,8.6,10.0,28,240
4,11.0,8.7,10.0,28,235
6,13.5,10.3,12.1,23,282
8,15.2,11.4,13.5,21,317
6,14.3,11.4,13.0,22,305
8,16.5,12.6,14.7,19,346
12,18.4,11.1,15.1,19,355
4,11.5,9.8,10.7,26,251
4,12.3,10.3,11.4,25,268
6,12.8,8.5,10.9,26,255
8,13.9,9.2,11.8,24,276
8,13.5,8.6,11.3,25,265
8,13.1,8.8,11.2,25,261
8,13.6,8.8,11.4,25,269
6,11.5,8.5,10.2,28,238
8,13.5,9.6,11.8,24,275
4,9.6,7.4,8.6,33,202
3,8.7,6.8,7.9,36,184
3,8.5,6.2,7.5,38,175
3,8.7,6.8,7.9,36,184
3,8.4,6.3,7.4,38,174
3,10.2,7.6,9.0,31,212
3,10.5,7.4,9.1,31,214
3,8.7,6.8,7.9,36,184
3,8.4,6.3,7.4,38,174
3,10.3,7.9,9.2,31,215
3,10.5,7.4,9.1,31,214
4,9.3,7.3,8.4,34,197
4,10.3,7.4,9.0,31,210
4,9.3,7.3,8.4,34,197
4,10.3,7.4,9.0,31,210
4,10.5,7.6,9.2,31,215
4,11.4,7.8,9.7,29,227
4,9.3,7.1,8.3,34,195
4,10.3,7.4,9.0,31,210
4,10.5,7.6,9.2,31,215
4,11.3,7.7,9.7,29,227
4,9.3,7.3,8.4,34,197
4,10.3,7.4,9.0,31,210
4,10.2,7.5,9.0,31,211
4,11.4,7.6,9.7,29,228
4,9.8,7.3,8.7,32,203
4,10.8,7.7,9.4,30,220
4,10.6,7.8,9.3,30,220
4,11.5,8.0,9.9,29,232
4,9.4,8.4,8.9,32,208
4,9.6,8.9,9.3,30,216
3,6.4,5.5,6.0,47,141
3,7.1,5.8,6.5,43,150
3,6.9,5.7,6.4,44,149
3,7.2,5.9,6.6,43,155
4,9.9,8.1,9.1,31,212
6,12.0,8.8,10.6,27,248
4,9.7,7.8,8.8,32,204
4,10.3,8.2,9.3,30,216
4,10.1,8.2,9.2,31,213
4,10.3,8.3,9.4,30,219
6,12.6,9.3,11.1,25,261
6,13.3,9.3,11.5,25,269
6,13.0,9.7,11.5,25,270
6,13.6,9.7,11.8,24,278
4,8.7,6.3,7.6,37,179
4,8.9,6.4,7.8,36,185
6,10.6,7.3,9.1,31,214
8,17.5,12.8,15.4,18,362
4,13.6,10.7,12.3,23,290
4,12.2,10.4,11.4,25,268
6,14.7,10.4,12.8,22,300
6,15.8,11.5,13.9,20,326
6,15.1,11.5,13.5,21,317
6,14.5,10.7,12.8,22,300
4,7.7,6.6,7.2,39,169
6,11.1,7.8,9.6,29,227
4,9.0,6.8,8.0,35,188
4,8.7,6.8,7.9,36,186
6,11.0,8.3,9.8,29,230
6,11.2,8.4,9.9,29,232
4,9.8,8.8,9.3,30,218
6,11.6,8.5,10.2,28,240
6,12.1,8.9,10.7,26,250
6,12.4,9.2,11.0,26,259
4,8.8,7.3,8.1,35,191
4,10.0,8.1,9.2,31,216
4,9.0,7.5,8.4,34,196
4,9.2,7.0,8.2,34,192
4,9.7,7.4,8.7,32,205
4,8.1,6.3,7.3,39,172
4,8.9,6.8,8.0,35,187
4,8.9,7.3,8.2,34,193
4,9.1,7.3,8.3,34,195
4,9.4,7.8,8.7,32,205
4,9.5,7.6,8.7,32,204
8,15.0,11.2,13.3,21,312
8,15.2,11.1,13.4,21,315
8,15.9,11.9,14.1,20,331
4,7.6,6.2,7.0,40,164
4,8.6,6.6,7.7,37,180
6,10.6,8.0,9.4,30,221
6,11.8,8.1,10.1,28,237
6,10.8,8.3,9.7,29,227
6,12.0,8.2,10.3,27,241
6,11.5,9.1,10.4,27,243
6,13.0,8.9,11.1,25,260
6,11.8,9.2,10.6,27,249
6,12.7,9.0,11.0,26,258
6,10.8,8.3,9.7,29,226
6,12.1,8.3,10.4,27,242
6,10.8,8.4,9.7,29,228
6,12.1,8.3,10.4,27,243
6,10.7,8.3,9.6,29,225
6,12.1,8.3,10.4,27,242
6,11.0,8.4,9.8,29,230
6,12.2,8.5,10.5,27,246
6,11.8,9.2,10.6,27,248
6,12.8,8.9,11.0,26,257
6,11.9,9.3,10.7,26,250
6,12.9,9.1,11.1,25,260
6,11.0,8.5,9.9,29,232
6,12.1,8.4,10.4,27,243
6,10.9,8.5,9.9,29,231
6,12.2,8.5,10.5,27,246
6,15.8,11.6,13.9,20,324
6,18.0,11.5,15.1,19,352
6,10.9,8.4,9.8,29,228
6,12.2,8.5,10.5,27,246
6,12.1,9.2,10.8,26,251
6,13.2,9.2,11.4,25,266
6,11.1,8.6,10.0,28,233
6,12.2,8.5,10.5,27,246
6,12.6,9.9,11.4,25,266
6,12.6,9.9,11.4,25,267
6,12.6,9.9,11.4,25,266
6,12.6,9.9,11.4,25,267
6,13.8,10.3,12.3,23,285
4,10.5,8.0,9.4,30,219
4,11.0,8.3,9.8,29,229
4,11.8,9.2,10.6,27,249
4,12.3,9.4,11.0,26,257
4,11.0,8.4,9.9,29,230
4,12.1,9.0,10.7,26,249
6,12.9,9.7,11.5,25,268
6,14.5,10.4,12.6,22,296
6,13.6,10.2,12.1,23,281
6,13.9,9.6,12.0,24,281
8,16.7,11.2,14.3,20,334
8,16.7,11.2,14.3,20,334
4,10.5,8.0,9.4,30,219
4,11.0,8.3,9.8,29,229
4,11.8,9.2,10.6,27,249
4,12.3,9.4,11.0,26,257
4,11.0,8.4,9.9,29,230
4,12.1,9.0,10.7,26,249
4,11.6,9.3,10.6,27,248
6,13.8,10.3,12.3,23,287
6,13.7,10.3,12.2,23,285
6,14.2,10.1,12.3,23,287
6,14.1,10.1,12.3,23,286
6,11.0,8.3,9.8,29,229
6,11.3,8.6,10.1,28,235
6,11.3,8.6,10.1,28,235
6,11.5,9.0,10.4,27,242
6,11.3,8.5,10.1,28,235
6,11.3,8.5,10.1,28,235
6,12.1,9.0,10.7,26,249
8,12.8,9.2,11.2,25,261
8,12.8,9.2,11.2,25,261
8,13.4,10.1,11.9,24,279
6,13.9,9.6,11.9,24,280
8,17.0,12.0,14.8,19,346
8,15.7,11.0,13.6,21,319
6,14.5,10.2,12.6,22,294
8,18.7,13.3,16.3,17,382
8,16.1,11.5,14.0,20,328
4,11.2,8.3,9.9,29,232
12,20.3,13.0,17.0,17,397
12,20.3,13.0,17.0,17,397
12,20.3,13.0,17.0,17,397
12,20.0,12.4,16.6,17,387
12,20.0,12.4,16.6,17,387
12,19.6,12.9,16.6,17,388
4,9.7,7.2,8.6,33,200
4,11.2,8.1,9.8,29,229
4,11.6,8.6,10.2,28,239
4,8.8,7.2,8.1,35,188
4,10.5,8.1,9.4,30,220
4,10.2,8.6,9.5,30,223
4,9.2,7.4,8.4,34,196
4,10.9,8.3,9.7,29,228
4,8.3,6.4,7.5,38,174
4,10.0,7.5,8.9,32,208
4,8.4,6.5,7.5,38,176
4,10.1,7.7,9.0,31,211
4,9.3,7.0,8.3,34,193
6,11.9,8.3,10.3,27,241
4,9.4,7.3,8.5,33,198
6,12.0,8.7,10.5,27,247
4,12.6,9.6,11.2,25,256
4,11.3,8.5,10.0,28,235
4,14.1,10.5,12.5,23,291
4,14.3,10.9,12.8,22,296
6,14.3,11.9,13.2,21,308
6,14.3,11.9,13.2,21,308
4,9.9,7.3,8.7,32,204
4,11.3,8.3,9.9,29,232
6,11.4,7.7,9.7,29,226
4,8.1,5.7,6.9,41,164
4,8.4,6.0,7.3,39,172
4,8.5,6.1,7.4,38,173
6,10.5,7.1,9.0,31,210
6,10.7,7.4,9.2,31,215
4,4.9,4.8,4.9,58,113
4,5.3,5.0,5.1,55,121
4,8.7,7.5,8.2,34,189
4,8.3,6.5,7.5,38,174
4,8.3,6.7,7.5,38,178
4,8.5,6.6,7.6,37,178
4,7.8,5.9,6.9,41,163
4,8.0,6.3,7.2,39,168
4,8.3,6.5,7.5,38,176
4,8.8,6.8,7.9,36,185
6,11.8,8.7,10.3,27,243
6,12.1,9.0,10.6,27,251
6,12.0,8.9,10.6,27,247
6,11.7,8.8,10.4,27,242
6,8.1,8.5,8.3,34,193
4,4.3,4.6,4.5,63,105
4,4.9,5.5,5.1,55,120
4,5.5,6.0,5.8,49,135
4,10.0,7.8,9.0,31,210
4,10.5,8.3,9.5,30,222
4,10.7,8.4,9.7,29,226
4,6.9,7.8,7.3,39,171
8,18.4,13.8,16.4,17,384
6,12.5,8.9,10.9,26,256
6,13.4,9.6,11.7,24,274
4,12.1,10.1,11.2,25,263
6,12.6,10.0,11.4,25,268
4,12.7,10.6,11.7,24,274
6,13.2,10.7,12.1,23,283
6,13.8,11.4,12.7,22,299
6,13.8,11.7,12.9,22,300
8,17.7,13.6,15.9,18,371
8,16.8,13.1,14.9,19,354
8,18.0,14.2,16.3,17,383
4,7.3,5.8,6.6,43,155
4,7.8,6.0,6.8,42,164
4,7.9,6.8,7.4,38,173
4,7.8,6.5,7.2,39,168
4,10.8,8.9,10.0,28,233
6,13.7,10.1,12.1,23,282
4,9.0,7.2,8.2,34,191
4,9.0,7.2,8.2,34,191
4,9.1,6.9,8.1,35,189
4,9.1,6.9,8.1,35,189
4,9.6,7.2,8.5,33,199
4,9.3,6.9,8.2,34,192
4,9.6,7.3,8.6,33,200
4,9.6,7.2,8.5,33,199
4,10.6,8.0,9.4,30,220
4,11.1,8.1,9.8,29,227
4,10.7,8.0,9.4,30,220
4,11.1,7.8,9.6,29,225
4,9.6,7.2,8.5,33,199
4,9.4,6.9,8.2,34,192
4,10.8,8.1,9.6,29,224
4,10.8,7.6,9.3,30,218
4,9.3,6.5,8.1,35,188
6,12.2,8.5,10.6,27,246
4,10.6,8.7,9.8,29,229
4,11.3,8.8,10.2,28,237
4,11.0,8.1,9.7,29,226
4,10.9,7.7,9.4,30,221
4,11.8,8.5,10.3,27,241
4,10.8,7.8,9.4,30,220
4,10.1,7.4,8.8,32,206
4,10.6,7.6,9.3,30,216
4,11.0,8.1,9.7,29,226
4,10.9,7.7,9.4,30,221
4,11.8,8.5,10.3,27,241
4,10.8,7.8,9.4,30,220
4,10.6,7.6,9.3,30,216
4,10.4,7.7,9.2,31,214
4,10.9,8.0,9.6,29,224
4,10.7,8.5,9.8,29,228
4,11.4,8.7,10.2,28,240
4,10.9,8.3,9.7,29,227
4,11.5,8.8,10.3,27,240
4,9.9,7.0,8.6,33,199
6,12.2,9.0,10.8,26,252
6,12.2,9.5,11.0,26,258
6,9.1,9.0,9.0,31,210
6,11.1,10.8,11.0,26,261
4,11.0,8.6,9.9,29,232
4,11.3,9.1,10.3,27,242
6,8.4,8.2,8.4,34,196
4,10.0,7.1,8.7,32,205
4,10.2,7.4,8.9,32,209
6,11.4,7.7,9.8,29,228
6,12.0,8.2,10.3,27,240
4,9.7,6.9,8.4,34,197
4,9.7,6.9,8.4,34,197
4,10.0,7.2,8.7,32,205
4,10.5,7.7,9.2,31,217
6,13.8,9.6,11.9,24,280
4,10.3,8.1,9.3,30,218
4,10.8,8.3,9.6,29,226
6,14.1,10.4,12.4,23,292
8,13.0,9.8,11.5,25,271
12,15.5,10.6,13.3,21,312
12,16.4,10.7,13.8,20,324
12,16.7,10.9,14.1,20,332
12,17.5,11.4,14.7,19,346
8,12.7,9.4,11.2,25,264
4,9.1,6.8,8.1,35,188
4,10.9,7.9,9.6,29,225
4,10.7,7.9,9.5,30,221
4,8.6,6.9,7.8,36,182
4,10.0,7.0,8.7,32,204
4,10.7,8.0,9.5,30,221
4,10.0,7.0,8.7,32,204
4,10.0,7.0,8.7,32,204
4,10.0,7.0,8.7,32,204
6,10.7,8.2,9.6,29,224
6,10.7,8.2,9.6,29,224
6,12.5,8.6,10.8,26,252
4,12.3,8.6,10.6,27,248
4,10.9,8.7,9.9,29,230
4,12.2,9.5,11.0,26,258
6,12.6,9.4,11.1,25,260
6,14.0,10.7,12.5,23,294
5,12.4,8.4,10.6,27,247
6,13.3,8.7,11.3,25,262
6,13.5,9.0,11.5,25,268
4,10.7,8.0,9.5,30,222
6,11.3,8.0,9.8,29,230
6,11.3,8.0,9.8,29,230
6,11.4,8.2,9.9,29,234
6,11.3,8.0,9.8,29,230
6,12.7,10.0,11.5,25,270
4,10.3,7.7,9.2,31,213
4,10.3,7.7,9.2,31,213
5,12.0,8.3,10.3,27,241
4,10.4,8.2,9.4,30,220
8,16.4,10.1,13.6,21,315
8,24.5,14.4,20.0,14,465
4,10.2,7.2,8.8,32,207
4,9.9,7.1,8.6,33,202
4,9.5,6.9,8.3,34,194
4,10.2,7.2,8.8,32,207
4,10.2,7.2,8.8,32,207
4,10.6,7.3,9.1,31,213
4,10.2,7.2,8.8,32,207
4,10.2,7.2,8.8,32,207
6,11.2,7.3,9.4,30,227
6,12.8,8.8,11.0,26,256
6,11.8,7.9,10.0,28,235
6,11.4,7.6,9.7,29,228
6,13.0,8.5,11.0,26,256
6,11.4,7.6,9.7,29,228
4,10.2,7.2,8.8,32,207
6,11.2,8.1,9.8,29,231
6,12.3,8.4,10.5,27,248
6,11.9,8.4,10.3,27,241
8,14.0,9.6,12.0,24,282
8,13.3,9.2,11.5,25,269
8,14.0,9.6,12.0,24,282
8,14.0,9.6,12.0,24,282
8,14.0,9.6,12.0,24,282
6,14.3,10.4,12.6,22,294
6,13.4,9.6,11.7,24,273
6,11.2,7.8,9.7,29,227
6,12.8,8.8,11.0,26,256
6,11.2,7.8,9.7,29,227
6,12.8,8.8,11.0,26,256
6,11.2,7.8,9.7,29,227
6,12.8,8.8,11.0,26,256
6,11.3,8.0,9.8,29,229
6,11.3,8.0,9.8,29,229
6,11.3,8.0,9.8,29,229
6,14.5,10.5,12.7,22,299
6,13.8,9.4,11.9,24,280
6,14.5,10.5,12.7,22,299
6,13.8,9.4,11.9,24,280
6,14.3,10.4,12.6,22,294
6,13.4,9.6,11.7,24,273
6,14.3,10.4,12.6,22,294
6,13.4,9.6,11.7,24,273
6,14.3,10.4,12.6,22,294
8,16.0,11.2,13.9,20,324
8,16.0,11.2,13.9,20,324
8,13.3,9.2,11.5,25,269
8,17.3,11.6,14.7,19,344
12,17.7,11.9,15.1,19,355
8,13.5,9.2,11.6,24,270
8,13.3,9.2,11.5,25,269
4,10.7,7.5,9.3,30,217
4,11.0,7.7,9.5,30,222
4,10.8,8.0,9.6,29,223
6,11.9,8.7,10.4,27,245
4,10.8,8.0,9.6,29,223
6,11.9,8.7,10.4,27,245
6,11.7,9.1,10.5,27,245
8,15.3,11.1,13.4,21,314
6,13.0,9.9,11.6,24,272
8,14.3,10.6,12.6,22,294
8,16.6,12.1,14.6,19,341
6,12.0,9.4,10.8,26,254
8,14.3,10.6,12.6,22,294
16,26.8,16.6,22.2,13,522
6,13.0,9.1,11.2,25,263
6,13.8,9.5,11.9,24,278
4,9.4,7.8,8.7,32,204
4,8.9,7.5,8.3,34,194
4,9.9,8.1,9.1,31,214
4,9.4,7.9,8.8,32,205
4,11.7,9.4,10.7,26,249
4,11.1,8.6,10.0,28,234
6,11.7,7.8,9.9,29,233
4,9.4,6.8,8.2,34,192
6,11.7,8.2,10.1,28,238
4,10.6,7.4,9.1,31,214
4,11.0,8.0,9.6,29,227
6,12.4,8.7,10.7,26,251
6,13.1,9.1,11.3,25,267
6,13.0,8.8,11.1,25,261
8,17.3,9.5,13.8,20,324
4,11.0,7.8,9.5,30,222
6,12.3,8.2,10.5,27,246
4,11.4,8.1,9.9,29,232
6,13.3,9.2,11.5,25,269
6,15.0,9.9,12.7,22,298
8,17.1,11.0,14.3,20,337
8,16.6,10.9,14.0,20,328
4,9.8,7.8,8.9,32,209
4,10.9,8.2,9.7,29,227
6,12.1,8.9,10.6,27,250
6,12.8,9.3,11.2,25,263
6,12.9,8.7,11.0,26,259
6,13.7,9.0,11.6,24,272
6,15.0,10.1,12.8,22,302
4,10.8,8.8,9.9,29,232
6,12.0,9.0,10.6,27,250
6,12.7,9.5,11.3,25,265
4,10.8,7.7,9.4,30,220
4,11.9,7.9,10.1,28,235
6,12.3,8.2,10.4,27,246
6,14.3,8.8,11.8,24,277
8,14.5,8.8,12.0,24,279
8,14.9,9.9,12.6,22,297
8,18.3,11.2,15.1,19,355
8,17.2,12.0,14.9,19,349
4,12.1,9.2,10.8,26,253
4,11.9,9.2,10.7,26,251
6,13.4,9.6,11.7,24,274
4,12.7,9.8,11.4,25,267
6,14.0,9.9,12.2,23,286
6,15.0,13.0,14.1,20,331
8,15.6,9.2,12.7,22,299
8,14.6,9.3,12.2,23,286
8,17.2,10.1,14.0,20,331
8,15.9,10.6,13.5,21,318
8,19.5,12.0,16.1,18,381
8,18.2,12.5,15.6,18,368
4,8.3,6.2,7.3,39,172
4,8.3,6.2,7.3,39,172
4,8.3,6.2,7.3,39,172
4,8.5,6.4,7.5,38,175
4,9.2,7.3,8.3,34,196
4,9.3,7.8,8.6,33,207
4,10.9,8.3,9.7,29,228
4,10.8,8.0,9.6,29,225
6,12.7,8.5,10.8,26,254
4,8.2,6.6,7.5,38,174
4,10.5,7.4,9.1,31,214
4,4.8,5.5,5.1,55,121
4,11.9,10.3,11.1,25,261
6,15.1,11.5,13.5,21,316
8,15.9,11.4,13.9,20,326
8,15.7,11.9,14.0,20,329
8,14.1,10.2,12.4,23,290
4,12.5,10.8,11.7,24,275
6,15.8,11.9,14.0,20,329
6,16.3,12.9,14.8,19,347
8,15.9,11.7,14.0,20,329
8,16.1,12.5,14.4,20,339
8,16.5,13.0,14.9,19,350
8,14.9,10.8,13.1,22,306
8,15.3,11.8,13.7,21,320
8,15.0,12.0,13.7,21,321
8,15.6,10.9,13.5,21,317
8,15.8,11.4,13.8,20,325
4,7.9,6.2,7.1,40,167
4,8.0,6.2,7.2,39,170
8,15.7,10.5,13.4,21,314
8,15.7,10.5,13.4,21,314
8,16.8,11.3,14.3,20,336
8,16.8,11.3,14.3,20,336
8,17.1,11.3,14.5,19,340
8,15.7,10.5,13.4,21,314
8,15.7,10.5,13.4,21,314
8,15.8,11.1,13.7,21,321
8,15.8,11.1,13.7,21,321
8,16.4,10.7,13.8,20,325
6,13.0,8.8,11.1,25,261
6,13.7,9.5,11.8,24,277
4,9.1,7.6,8.4,34,196
4,9.4,6.9,8.3,34,194
4,9.9,8.1,9.1,31,214
6,12.4,7.8,10.3,27,242
6,12.4,7.8,10.3,27,242
8,14.7,9.4,12.3,23,289
6,12.8,8.7,11.0,26,258
6,12.8,8.7,11.0,26,258
6,12.9,8.4,10.9,26,259
6,12.4,8.4,10.6,27,249
6,12.4,7.8,10.3,27,242
8,15.6,10.1,13.1,22,307
8,16.7,10.4,13.9,20,325
8,14.7,9.4,12.3,23,289
8,15.8,9.6,13.0,22,304
6,12.8,8.7,11.0,26,258
8,17.6,10.7,14.5,19,339
8,18.1,11.4,15.1,19,352
8,17.6,10.7,14.5,19,339
6,13.7,9.0,11.6,24,271
6,13.7,9.0,11.6,24,271
6,12.4,7.8,10.3,27,242
6,12.4,7.8,10.3,27,242
8,15.6,9.7,12.9,22,302
8,14.7,9.4,12.3,23,289
8,15.8,9.6,13.0,22,304
6,12.8,8.7,11.0,26,258
6,12.8,8.7,11.0,26,258
8,16.0,10.1,13.3,21,312
8,17.6,10.7,14.5,19,339
6,12.7,9.6,11.3,25,265
8,16.7,10.9,14.1,20,331
8,18.3,12.2,15.6,18,363
6,13.7,9.4,11.8,24,276
4,12.7,9.2,11.1,25,261
6,14.2,9.5,12.1,23,284
6,14.5,10.0,12.4,23,292
4,9.3,6.5,8.0,35,187
4,9.0,6.7,7.9,36,185
4,9.7,7.4,8.7,32,203
4,8.5,7.1,7.9,36,186
4,10.7,7.9,9.4,30,221
4,10.0,7.9,9.1,31,213
3,8.6,8.1,8.4,34,196
4,10.2,8.0,9.3,30,218
4,10.9,8.0,9.6,29,224
4,11.4,8.3,10.0,28,233
6,12.6,9.2,11.0,26,259
4,10.2,7.8,9.1,31,214
4,11.0,8.0,9.6,29,226
4,11.2,8.4,9.9,29,232
4,11.5,8.7,10.2,28,239
6,14.1,10.6,12.5,23,293
6,14.7,11.2,13.1,22,307
4,13.1,9.2,11.4,25,267
6,15.2,10.9,13.2,21,311
6,14.5,10.6,12.7,22,299
6,12.0,9.0,10.6,27,249
6,12.4,9.4,11.1,25,260
6,12.4,9.4,11.1,25,260
6,12.2,9.3,10.9,26,256
6,12.4,9.8,11.2,25,263
6,13.5,10.1,12.0,24,281
6,13.8,10.7,12.4,23,291
6,13.9,11.2,12.7,22,298
8,13.9,10.2,12.2,23,287
8,14.7,11.2,13.1,22,308
8,15.6,11.8,13.9,20,326
6,12.7,9.8,11.4,25,268
6,13.1,10.2,11.8,24,277
6,13.1,10.2,11.8,24,277
6,12.8,10.2,11.6,24,273
6,13.8,10.7,12.4,23,291
6,14.3,10.5,12.5,23,295
6,14.7,10.7,12.9,22,303
6,14.7,11.2,13.1,22,308
6,13.8,11.2,12.6,22,296
8,15.1,11.0,13.3,21,312
8,15.7,11.8,13.9,20,326
8,16.8,12.4,14.8,19,347
6,15.3,13.1,14.3,20,336
6,14.7,10.2,12.7,22,298
6,14.7,10.7,12.9,22,303
6,15.7,11.2,13.7,21,322
4,8.6,6.4,7.6,37,178
4,8.8,6.8,7.9,36,184
4,9.2,7.4,8.4,34,196
4,10.0,7.0,8.7,32,204
4,5.5,5.6,5.6,50,131
6,20.4,13.1,17.1,17,402
4,11.2,7.3,9.4,30,221
4,11.8,8.4,10.3,27,242
4,11.2,7.9,9.7,29,227
4,11.8,8.7,10.4,27,244
8,15.0,9.1,12.3,23,289
8,16.1,9.9,13.3,21,311
8,16.1,9.9,13.3,21,311
4,11.9,8.4,10.4,27,243
4,11.8,8.4,10.3,27,241
8,15.4,9.7,12.9,22,302
4,11.8,9.8,10.9,26,256
8,17.2,11.3,14.6,19,341
6,16.2,12.8,14.7,19,346
6,16.9,13.1,15.2,19,355
6,13.5,9.0,11.5,25,270
6,14.6,10.0,12.5,23,294
6,14.0,9.9,12.4,23,291
4,9.8,8.8,9.3,30,219
4,9.8,8.8,9.3,30,219
4,12.0,8.8,10.6,27,247
4,9.9,8.2,9.2,31,214
4,9.9,8.2,9.2,31,214
4,12.1,9.0,10.7,26,251
4,12.8,8.5,10.9,26,255
4,11.5,8.7,10.3,27,241
6,13.3,9.5,11.6,24,274
6,13.8,9.7,11.9,24,282
6,13.4,9.6,11.7,24,276
8,15.6,10.4,13.2,21,312
6,13.7,9.7,11.9,24,279
8,15.2,10.2,13.0,22,306
4,11.1,9.2,10.2,28,237
6,13.1,9.4,11.4,25,268
4,11.3,9.4,10.5,27,248
6,13.5,9.5,11.7,24,275
4,12.1,9.2,10.8,26,253
4,11.9,9.2,10.7,26,251
6,13.4,9.6,11.7,24,274
4,12.7,9.8,11.4,25,267
6,14.0,9.9,12.2,23,286
4,11.9,10.3,11.1,25,261
6,15.1,11.5,13.5,21,317
8,15.9,11.4,13.9,20,326
8,15.7,11.9,14.0,20,329
8,14.3,10.4,12.5,23,294
4,12.6,10.9,11.8,24,277
6,15.8,11.9,14.0,20,329
8,15.9,11.7,14.0,20,330
8,16.0,12.5,14.4,20,339
8,15.3,11.2,13.5,21,316
8,15.3,11.8,13.7,21,320
8,15.5,11.9,13.9,20,326
8,15.7,12.4,14.2,20,332
8,15.6,10.9,13.5,21,317
8,15.8,11.4,13.8,20,325
4,9.2,7.9,8.6,33,201
4,9.6,8.3,9.0,31,210
4,11.2,9.0,10.2,28,239
8,15.7,10.5,13.4,21,314
8,15.7,10.5,13.4,21,314
8,15.8,11.1,13.7,21,321
8,15.8,11.1,13.7,21,321
8,16.4,10.7,13.8,20,325
8,15.7,10.5,13.4,21,314
8,15.7,10.5,13.4,21,314
8,16.8,11.3,14.3,20,336
8,16.8,11.3,14.3,20,336
8,17.1,11.3,14.5,19,340
4,7.9,6.3,7.2,39,168
4,8.2,6.8,7.6,37,177
4,8.9,6.7,7.9,36,185
4,10.7,7.3,9.2,31,214
4,10.4,7.4,9.1,31,211
4,5.0,5.0,5.0,56,117
4,7.8,6.4,7.2,39,167
